datetime,open,high,low,close,volume
2010-02-11 09:30:00,0.2034375,0.2174475,0.2027865,0.216276,6908160.0
2010-02-12 09:30:00,0.2103905,0.219036,0.2091665,0.217161,17195536.0
2010-02-16 09:30:00,0.2222655,0.2260805,0.218776,0.2255725,19231504.0
2010-02-17 09:30:00,0.2285935,0.229453,0.2251485,0.229401,38353184.00000001
2010-02-18 09:30:00,0.2291665,0.23513,0.227786,0.2337495,77733192.0
2010-02-19 09:30:00,0.232161,0.2367965,0.2303905,0.2337495,92961880.0
2010-02-22 09:30:00,0.23651,0.23651,0.229479,0.232109,51003312.00000001
2010-02-23 09:30:00,0.2308335,0.232083,0.2199735,0.2230465,82233680.0
2010-02-24 09:30:00,0.226979,0.2324215,0.225755,0.2297915,70622272.00000001
2010-02-25 09:30:00,0.2224475,0.2312365,0.2179945,0.229661,91227351.99999999
2010-02-26 09:30:00,0.228984,0.2334895,0.2267185,0.232526,57603512.0
2010-03-01 09:30:00,0.2354685,0.2434895,0.2354685,0.2425,28452504.0
2010-03-02 09:30:00,0.244635,0.2492185,0.243307,0.243958,48443952.00000001
2010-03-03 09:30:00,0.2466925,0.248828,0.2429425,0.2453125,47955111.99999999
2010-03-04 09:30:00,0.2461715,0.248359,0.2423435,0.2480205,29477016.0
2010-03-05 09:30:00,0.253307,0.26013,0.251953,0.258984,26862744.00000001
2010-03-08 09:30:00,0.2592185,0.2622395,0.2592185,0.2603645,25337880.00000001
2010-03-09 09:30:00,0.258932,0.269036,0.2587235,0.2649735,46416808.00000001
2010-03-10 09:30:00,0.2653385,0.2730725,0.265156,0.271458,40055079.99999999
2010-03-11 09:30:00,0.2698175,0.2743395,0.2680205,0.273958,53914416.00000002
2010-03-12 09:30:00,0.276979,0.276979,0.271432,0.274583,36114080.00000001
2010-03-15 09:30:00,0.27276,0.274609,0.266927,0.272734,42366759.99999999
2010-03-16 09:30:00,0.2754125,0.2786715,0.272552,0.2778905,46593448.00000002
2010-03-17 09:30:00,0.2786715,0.283776,0.2774995,0.2798175,39793952.00000001
2010-03-18 09:30:00,0.280781,0.2835415,0.278932,0.282656,52374575.99999998
2010-03-19 09:30:00,0.285755,0.285755,0.274687,0.277656,40018984.0
2010-03-22 09:30:00,0.274401,0.2884895,0.273359,0.285156,58793528.00000001
2010-03-23 09:30:00,0.287109,0.2917445,0.282656,0.2911195,55298736.0
2010-03-24 09:30:00,0.289062,0.289687,0.285156,0.286979,89215192.0
2010-03-25 09:30:00,0.293984,0.297057,0.2849475,0.285182,93916120.0
2010-03-26 09:30:00,0.2892445,0.292161,0.282161,0.2866665,84277711.99999999
2010-03-29 09:30:00,0.2909895,0.2935675,0.2884635,0.2905985,38038688.0
2010-03-30 09:30:00,0.2929945,0.2961715,0.287682,0.2936455,39884192.0
2010-03-31 09:30:00,0.2903645,0.2942705,0.287682,0.289687,59528503.99999998
2010-04-01 09:30:00,0.2929165,0.2985155,0.28263,0.2891145,116599792.0
2010-04-05 09:30:00,0.2912235,0.2992185,0.289062,0.2974735,67556800.00000001
2010-04-06 09:30:00,0.295208,0.3024475,0.293333,0.2997395,58729783.99999998
2010-04-07 09:30:00,0.2987235,0.301979,0.292838,0.2980465,106224103.99999997
2010-04-08 09:30:00,0.2950255,0.300859,0.2905205,0.2991145,69645376.00000001
2010-04-09 09:30:00,0.300104,0.305234,0.297786,0.304505,58077752.00000002
2010-04-12 09:30:00,0.3055465,0.3080725,0.3035415,0.305729,48798767.99999999
2010-04-13 09:30:00,0.3047395,0.310833,0.3019895,0.310338,67229632.0
2010-04-14 09:30:00,0.3147655,0.3215295,0.3141145,0.3212755,61094456.00000001
2010-04-15 09:30:00,0.320937,0.3267705,0.3206505,0.3255725,45768616.00000001
2010-04-16 09:30:00,0.322135,0.325286,0.3079425,0.313984,129479168.0
2010-04-19 09:30:00,0.3110415,0.316354,0.302083,0.3134895,112731759.99999997
2010-04-20 09:30:00,0.318359,0.320312,0.3123955,0.318125,56450360.0
2010-04-21 09:30:00,0.324583,0.326484,0.317708,0.3237235,84018896.0
2010-04-22 09:30:00,0.3142705,0.329609,0.308906,0.3285155,122840184.0
2010-04-23 09:30:00,0.328828,0.3338975,0.3249475,0.3328645,82346576.0
2010-04-26 09:30:00,0.3330985,0.3355985,0.3287755,0.3303905,80533711.99999997
2010-04-27 09:30:00,0.327187,0.330677,0.3072915,0.3099995,133740416.00000003
2010-04-28 09:30:00,0.3147655,0.315078,0.303203,0.310729,125187960.0
2010-04-29 09:30:00,0.315052,0.3281505,0.3150255,0.326588,84899408.00000001
2010-04-30 09:30:00,0.3260935,0.32763,0.306536,0.3073435,88487511.99999999
2010-05-03 09:30:00,0.310937,0.324531,0.310859,0.3198955,52583087.99999999
2010-05-04 09:30:00,0.307786,0.307812,0.284661,0.2916145,137234824.00000003
2010-05-05 09:30:00,0.2824735,0.291953,0.277083,0.2868225,138608776.00000003
2010-05-06 09:30:00,0.280911,0.28901,0.177083,0.2587235,217807704.00000006
2010-05-07 09:30:00,0.2518745,0.261276,0.223203,0.2398955,248248568.00000003
2010-05-10 09:30:00,0.270182,0.276484,0.2687005,0.275677,189613624.0
2010-05-11 09:30:00,0.2678905,0.286458,0.266328,0.2754945,147080976.00000003
2010-05-12 09:30:00,0.2792705,0.2909375,0.278229,0.2903385,108566120.0
2010-05-13 09:30:00,0.287552,0.2935935,0.2754685,0.2772135,105871208.00000004
2010-05-14 09:30:00,0.2704165,0.270781,0.251302,0.260156,154185367.99999997
2010-05-17 09:30:00,0.262682,0.2665885,0.246875,0.2636715,136860808.0
2010-05-18 09:30:00,0.270104,0.2716145,0.2489615,0.2535935,190815928.0
2010-05-19 09:30:00,0.2492185,0.255208,0.2380985,0.246901,237988840.00000006
2010-05-20 09:30:00,0.2323175,0.2336195,0.2173175,0.221927,273130256.0
2010-05-21 09:30:00,0.208411,0.2305465,0.2061975,0.2236455,234287847.99999994
2010-05-24 09:30:00,0.2248695,0.233203,0.2228905,0.2254945,156406808.0
2010-05-25 09:30:00,0.20875,0.224609,0.202083,0.223906,173111592.00000003
2010-05-26 09:30:00,0.2273695,0.2367185,0.2153125,0.216979,208431184.0
2010-05-27 09:30:00,0.231432,0.2410675,0.229557,0.2404685,173360808.0
2010-05-28 09:30:00,0.242057,0.242734,0.2304685,0.237109,166667296.00000003
2010-06-01 09:30:00,0.234609,0.2467185,0.2291665,0.2305465,202693447.99999994
2010-06-02 09:30:00,0.234375,0.2467705,0.229375,0.2467705,113580015.99999999
2010-06-03 09:30:00,0.2485935,0.254583,0.2439065,0.253177,114923631.99999999
2010-06-04 09:30:00,0.2372915,0.2467445,0.2248435,0.228177,246161136.0
2010-06-07 09:30:00,0.2303905,0.2329165,0.214583,0.2149475,169056936.00000003
2010-06-08 09:30:00,0.216484,0.2179165,0.205234,0.21375,266027015.99999994
2010-06-09 09:30:00,0.2180725,0.2241925,0.2066405,0.209036,229469407.99999997
2010-06-10 09:30:00,0.216328,0.226821,0.214557,0.22638,156404504.0
2010-06-11 09:30:00,0.2193485,0.233203,0.2193485,0.2322915,125320823.99999999
2010-06-14 09:30:00,0.2391925,0.243776,0.231484,0.2324215,228717919.99999997
2010-06-15 09:30:00,0.236276,0.252109,0.2355725,0.249401,200374088.00000003
2010-06-16 09:30:00,0.2491925,0.257812,0.2479685,0.254427,158380951.99999997
2010-06-17 09:30:00,0.258411,0.258802,0.2503645,0.256979,163218592.0
2010-06-18 09:30:00,0.258307,0.2628645,0.255104,0.257682,139563016.0
2010-06-21 09:30:00,0.267083,0.268229,0.2466665,0.250911,219883608.00000003
2010-06-22 09:30:00,0.253802,0.2593225,0.2436975,0.2449735,179763632.0
2010-06-23 09:30:00,0.245885,0.248411,0.2361975,0.2416925,224695904.00000003
2010-06-24 09:30:00,0.238802,0.240885,0.2286455,0.2299735,241321968.0
2010-06-25 09:30:00,0.2329685,0.2355725,0.2249215,0.2298175,177566768.0
2010-06-28 09:30:00,0.23,0.2334375,0.2228125,0.22776,164135199.99999997
2010-06-29 09:30:00,0.217057,0.2174475,0.196354,0.2023435,438378288.0
2010-06-30 09:30:00,0.1993225,0.205026,0.1907555,0.1923435,183787568.0
2010-07-01 09:30:00,0.1934115,0.195026,0.179326,0.1904685,254041592.0
2010-07-02 09:30:00,0.1909635,0.193177,0.1835935,0.189427,147378192.0
2010-07-06 09:30:00,0.1966665,0.2002865,0.185625,0.1904165,156543128.00000003
2010-07-07 09:30:00,0.192057,0.208984,0.1915885,0.208411,161819295.99999997
2010-07-08 09:30:00,0.213411,0.214237,0.204583,0.211927,207544520.0000001
2010-07-09 09:30:00,0.21138,0.21875,0.21026,0.2178645,142633864.00000003
2010-07-12 09:30:00,0.217057,0.2236195,0.215729,0.2203385,98922720.0
2010-07-13 09:30:00,0.2254945,0.230781,0.220625,0.2278645,174118824.0
2010-07-14 09:30:00,0.2298175,0.2353905,0.2268485,0.23151,109630952.00000001
2010-07-15 09:30:00,0.2305465,0.234349,0.22304,0.2323175,114362224.00000001
2010-07-16 09:30:00,0.230286,0.2305725,0.212604,0.2136195,181356079.99999997
2010-07-19 09:30:00,0.2148435,0.2197915,0.209661,0.2184375,124188408.0
2010-07-20 09:30:00,0.207604,0.22625,0.2059375,0.2253385,127958136.00000003
2010-07-21 09:30:00,0.233854,0.233854,0.2159895,0.2174475,174108072.0
2010-07-22 09:30:00,0.225937,0.2365885,0.225937,0.232109,126439032.0
2010-07-23 09:30:00,0.228854,0.2384375,0.227578,0.238151,139697799.99999997
2010-07-26 09:30:00,0.2391925,0.2440625,0.235859,0.243385,100737120.00000003
2010-07-27 09:30:00,0.246979,0.2480725,0.240286,0.243333,119692912.0
2010-07-28 09:30:00,0.2428385,0.245885,0.235156,0.238359,77696328.0
2010-07-29 09:30:00,0.2416665,0.243229,0.2253125,0.232682,152718872.00000003
2010-07-30 09:30:00,0.2267705,0.238125,0.222675,0.2342705,129807103.99999999
2010-08-02 09:30:00,0.2429425,0.2486975,0.24026,0.246875,90134104.00000001
2010-08-03 09:30:00,0.246406,0.2471875,0.240469,0.2443225,64217920.0
2010-08-04 09:30:00,0.247526,0.252083,0.2443225,0.25138,80929615.99999999
2010-08-05 09:30:00,0.247604,0.2507785,0.244635,0.2498955,66643264.0
2010-08-06 09:30:00,0.240911,0.2497915,0.2373175,0.2487235,152733080.00000003
2010-08-09 09:30:00,0.252135,0.255208,0.248906,0.2530725,85612496.0
2010-08-10 09:30:00,0.2473955,0.2511715,0.2409375,0.247708,157986968.0
2010-08-11 09:30:00,0.234557,0.2347135,0.2237235,0.2273175,155095832.0
2010-08-12 09:30:00,0.2136975,0.224036,0.2124215,0.220911,145948176.00000003
2010-08-13 09:30:00,0.2190885,0.2215885,0.21651,0.21651,57912631.99999998
2010-08-16 09:30:00,0.213281,0.222115,0.2105465,0.217734,95490520.00000001
2010-08-17 09:30:00,0.222604,0.2318485,0.221302,0.2260155,120275448.0
2010-08-18 09:30:00,0.2248695,0.23263,0.2222915,0.2280465,71223232.00000001
2010-08-19 09:30:00,0.2248175,0.227135,0.213802,0.2196615,102406367.99999999
2010-08-20 09:30:00,0.2174475,0.2205725,0.2135675,0.218906,88578903.99999999
2010-08-23 09:30:00,0.223802,0.22513,0.212552,0.2128645,108360295.99999997
2010-08-24 09:30:00,0.2059115,0.2074475,0.198177,0.200651,144935184.0
2010-08-25 09:30:00,0.1967445,0.2091405,0.195781,0.2066665,144128783.99999997
2010-08-26 09:30:00,0.2093225,0.209661,0.1985675,0.1999215,132960896.00000003
2010-08-27 09:30:00,0.2034115,0.2074215,0.191146,0.2065365,192460992.0
2010-08-30 09:30:00,0.203359,0.2088015,0.1997915,0.1998435,105136231.99999999
2010-08-31 09:30:00,0.196875,0.2030465,0.194036,0.198854,156436759.99999997
2010-09-01 09:30:00,0.20651,0.217526,0.206224,0.2155205,129607039.99999997
2010-09-02 09:30:00,0.2168485,0.2229165,0.2152085,0.2229165,54282288.0
2010-09-03 09:30:00,0.2296875,0.2342705,0.2273175,0.2342705,135469568.0
2010-09-07 09:30:00,0.2311195,0.233906,0.2280815,0.2285675,97346400.0
2010-09-08 09:30:00,0.2311195,0.2404395,0.2311195,0.2366405,113871856.00000004
2010-09-09 09:30:00,0.24401,0.244401,0.2386455,0.239635,90333400.0
2010-09-10 09:30:00,0.24138,0.2435155,0.2374475,0.2422135,63908024.00000001
2010-09-13 09:30:00,0.2485415,0.2547135,0.248307,0.2528905,83715152.0
2010-09-14 09:30:00,0.2518225,0.2599995,0.2503645,0.256085,84841040.0
2010-09-15 09:30:00,0.254062,0.2617185,0.252005,0.2604425,67660479.99999999
2010-09-16 09:30:00,0.2602745,0.264557,0.257526,0.2641145,93909591.99999999
2010-09-17 09:30:00,0.269505,0.269505,0.2628905,0.266927,114816112.00000004
2010-09-20 09:30:00,0.2699215,0.2822655,0.268984,0.280833,105534056.00000001
2010-09-21 09:30:00,0.2810675,0.286458,0.276979,0.2799475,173902247.99999997
2010-09-22 09:30:00,0.2768225,0.2840885,0.2739455,0.2786195,96804192.0
2010-09-23 09:30:00,0.2729165,0.2861975,0.272083,0.277786,137695624.0
2010-09-24 09:30:00,0.287708,0.295312,0.286328,0.2935155,126512759.99999999
2010-09-27 09:30:00,0.2948695,0.296406,0.2893545,0.290156,97096031.99999999
2010-09-28 09:30:00,0.2928905,0.2928905,0.2762495,0.290885,146261136.0
2010-09-29 09:30:00,0.2885935,0.2925255,0.285286,0.2885415,63844280.00000001
2010-09-30 09:30:00,0.2929165,0.2980725,0.278984,0.284635,177468463.99999997
2010-10-01 09:30:00,0.291302,0.2924735,0.279557,0.2837495,117281776.00000001
2010-10-04 09:30:00,0.280911,0.283802,0.269479,0.273906,123866616.00000001
2010-10-05 09:30:00,0.2836195,0.295703,0.283151,0.2942965,110026087.99999999
2010-10-06 09:30:00,0.2930725,0.2949215,0.2810155,0.2867965,88485976.0
2010-10-07 09:30:00,0.2916665,0.2918745,0.282643,0.289609,78977736.00000001
2010-10-08 09:30:00,0.29013,0.297552,0.2842185,0.2954425,69560896.0
2010-10-11 09:30:00,0.2962755,0.300156,0.293359,0.2960415,38161568.0
2010-10-12 09:30:00,0.294088,0.3037755,0.287161,0.302187,97739231.99999999
2010-10-13 09:30:00,0.30776,0.313307,0.305156,0.309531,96933215.99999999
2010-10-14 09:30:00,0.3098955,0.3116925,0.3030985,0.307812,79745736.0
2010-10-15 09:30:00,0.318828,0.3274475,0.3117185,0.3274475,119598832.00000003
2010-10-18 09:30:00,0.3279685,0.330807,0.323932,0.3274475,87842384.0
2010-10-19 09:30:00,0.314479,0.321979,0.3068485,0.314427,127594872.00000003
2010-10-20 09:30:00,0.3174995,0.3280465,0.3155205,0.320963,93525592.00000001
2010-10-21 09:30:00,0.3274475,0.3309895,0.313828,0.323203,109762663.99999999
2010-10-22 09:30:00,0.3235935,0.330234,0.3219005,0.329505,58711352.00000001
2010-10-25 09:30:00,0.333463,0.3401815,0.333463,0.334505,77273544.00000001
2010-10-26 09:30:00,0.3292445,0.338854,0.3253905,0.33651,75025992.00000001
2010-10-27 09:30:00,0.332213,0.340833,0.3303905,0.3399735,112867695.99999997
2010-10-28 09:30:00,0.344687,0.3448695,0.333828,0.3419265,108071912.0
2010-10-29 09:30:00,0.3418485,0.345807,0.3398435,0.340286,80745296.0
2010-11-01 09:30:00,0.3437495,0.350703,0.3361975,0.3410675,85281487.99999999
2010-11-02 09:30:00,0.3492705,0.3542495,0.347656,0.351406,68262208.0
2010-11-03 09:30:00,0.3531765,0.356597,0.3435155,0.356484,115146352.0
2010-11-04 09:30:00,0.368906,0.373489,0.366324,0.369114,111892327.99999999
2010-11-05 09:30:00,0.3699995,0.3717705,0.366406,0.369557,114014704.00000003
