2026-02-01 17:40:31,533 - INFO - [WEBHOOK #1] SIGNAL | TQQQ @ 54.24 | BUY_L1 signal detected
2026-02-01 17:40:31,607 - INFO - [WEBHOOK #2] SIGNAL | TQQQ @ 54.58 | TAKE_PROFIT signal detected
2026-02-01 17:40:31,613 - INFO - [WEBHOOK #3] SIGNAL | TQQQ @ 53.66 | BUY_L1 signal detected
2026-02-01 17:40:31,629 - INFO - [WEBHOOK #4] ALERT | TQQQ @ 52.93 | Stop loss triggered at -1.36%
2026-02-01 17:40:32,148 - INFO - [WEBHOOK #5] SIGNAL | TQQQ @ 54.38 | BUY_L1 signal detected
2026-02-01 17:40:32,169 - INFO - [WEBHOOK #6] ALERT | TQQQ @ 53.71 | Stop loss triggered at -1.22%
2026-02-01 17:40:32,267 - INFO - [WEBHOOK #7] SIGNAL | TQQQ @ 54.16 | BUY_L1 signal detected
2026-02-01 17:40:32,274 - INFO - [WEBHOOK #8] SIGNAL | TQQQ @ 54.68 | TAKE_PROFIT signal detected
2026-02-01 17:40:32,440 - INFO - [WEBHOOK #9] SIGNAL | TQQQ @ 55.18 | BUY_L1 signal detected
