OutcomeId,BacktestId,StrategyId,StartDate,EndDate,TradingDays,ParametersJson,TotalReturn,CAGR,SharpeRatio,SortinoRatio,CalmarRatio,MaxDrawdown,MaxDrawdownDuration,Volatility,VaR_95,TotalTrades,WinningTrades,LosingTrades,WinRate,ProfitFactor,TotalProfit,TotalLoss,AverageWin,AverageLoss,LargestWin,LargestLoss,Expectancy,ExpectancyRatio,PrimaryRegime,RegimeBreakdown,PerformanceGrade,IsSuccessful,ExecutionTimeSeconds,CreatedAt,Notes,OptimizationRunId
13167,POSTREND_20260208_030902_c9761d9b,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": false, ""roc_exit_lookback"": 20, ""roc_decel_threshold"": 0.03, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",8.0157,0.3341,0.3509,1.3833,12.8358,0.388,NULL,0.003,NULL,51,26,25,0.5098,3.7172,1128341.87,303546.52,43397.7642,12141.8608,160670.25,37694.98,16172.24,1.3319,NULL,NULL,C ,0,39,09:41.6,Profitable (801.6%) | Grade:C,OPT_20260208_030902
13168,POSTREND_20260208_030941_845d8fad,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 10, ""roc_decel_threshold"": 0.02, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",5.1959,0.2701,0.2921,0.5398,6.5473,0.323,NULL,0.002,NULL,160,104,56,0.65,2.5334,884810.56,349260.52,8507.7938,6236.795,51541.47,22010.16,3347.1877,0.5367,NULL,NULL,C ,0,31,10:12.8,Profitable (519.6%) | Grade:C,OPT_20260208_030902
13169,POSTREND_20260208_031012_d016c03d,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 10, ""roc_decel_threshold"": 0.03, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",3.9753,0.2341,0.2439,0.4054,5.8748,0.339,NULL,0.002,NULL,154,98,56,0.6364,2.1516,766675.59,356328.75,7823.2203,6363.0134,50291.31,32081.55,2665.1057,0.4188,NULL,NULL,C ,0,35,10:48.1,Profitable (397.5%) | Grade:C,OPT_20260208_030902
13170,POSTREND_20260208_031048_a2cc28e5,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 10, ""roc_decel_threshold"": 0.05, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",4.3063,0.2445,0.237,0.3802,4.846,0.351,NULL,0.0022,NULL,168,109,59,0.6488,2.0193,880169.69,435878.22,8074.9513,7387.7664,41594.04,33665.1,2644.4448,0.3579,NULL,NULL,C ,0,31,11:19.3,Profitable (430.6%) | Grade:C,OPT_20260208_030902
13171,POSTREND_20260208_031119_c0d38a30,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 10, ""roc_decel_threshold"": 0.03, ""roc_exit_threshold"": -0.02, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",4.1318,0.2391,0.2708,0.4862,5.9641,0.32,NULL,0.0021,NULL,137,89,48,0.6496,2.398,731398.45,305003.34,8217.9601,6354.2363,52484.58,25820.73,3111.8625,0.4897,NULL,NULL,C ,0,33,11:52.5,Profitable (413.2%) | Grade:C,OPT_20260208_030902
13172,POSTREND_20260208_031152_d7ed576d,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 10, ""roc_decel_threshold"": 0.05, ""roc_exit_threshold"": -0.02, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",4.4572,0.2491,0.2652,0.4342,5.7954,0.33,NULL,0.0022,NULL,157,103,54,0.6561,2.201,842618.75,382839.32,8180.7646,7089.617,42519.36,27036.56,2929.2804,0.4132,NULL,NULL,C ,0,37,12:29.7,Profitable (445.7%) | Grade:C,OPT_20260208_030902
13173,POSTREND_20260208_031229_2c321d70,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 20, ""roc_decel_threshold"": 0.02, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",3.5165,0.2185,0.2146,0.4029,6.2362,0.262,NULL,0.002,NULL,138,88,50,0.6377,2.0579,706688.56,343404.15,8030.5518,6868.083,63025.34,26011.02,2632.7764,0.3833,NULL,NULL,C ,0,31,13:00.9,Profitable (351.6%) | Grade:C,OPT_20260208_030902
13174,POSTREND_20260208_031300_d46b63f4,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 20, ""roc_decel_threshold"": 0.03, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",3.6125,0.2219,0.2017,0.3701,5.2818,0.263,NULL,0.0021,NULL,143,88,55,0.6154,1.959,762233.38,389100.75,8661.743,7074.5591,66527.32,27414.03,2609.5612,0.3689,NULL,NULL,C ,0,33,13:34.1,Profitable (361.2%) | Grade:C,OPT_20260208_030902
13175,POSTREND_20260208_031334_06f48707,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 20, ""roc_decel_threshold"": 0.05, ""roc_exit_threshold"": -0.01, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",3.2125,0.2074,0.181,0.3469,4.7894,0.301,NULL,0.0023,NULL,140,86,54,0.6143,1.8363,729209.19,397105.74,8479.1766,7353.81,63916.56,26600.32,2372.3937,0.3226,NULL,NULL,C ,0,33,14:07.3,Profitable (321.2%) | Grade:C,OPT_20260208_030902
13176,POSTREND_20260208_031407_f6393afe,POSITION_TREND,6/1/2018,1/14/2026,NULL,"{""sma_fast"": 50, ""sma_slow"": 200, ""bull_allocation"": 0.9, ""bear_allocation"": 0.0, ""use_cash_zone"": true, ""mixed_allocation"": 0.3, ""mixed_instrument"": ""tqqq"", ""rebalance_threshold"": 0.05, ""max_drawdown_exit"": 0.0, ""confirmation_days"": 1, ""bear_confirmation_days"": 5, ""bear_sma_margin"": 0.02, ""bear_momentum_lookback"": 10, ""dynamic_allocation"": false, ""bull_alloc_min"": 0.3, ""bull_alloc_max"": 1.0, ""alloc_scale_max_pct"": 0.1, ""roc_exit_enabled"": true, ""roc_exit_lookback"": 20, ""roc_decel_threshold"": 0.03, ""roc_exit_threshold"": -0.02, ""roc_reduce_alloc"": 0.5, ""algorithm_name"": ""TQQQPositionTrendAlgorithm""}",3.4785,0.2172,0.2179,0.3642,5.8878,0.283,NULL,0.0021,NULL,139,87,52,0.6259,2.0089,715593.35,356203.34,8225.2109,6850.0642,47764.22,29761.9,2585.5505,0.3774,NULL,NULL,C ,0,41,14:48.7,Profitable (347.9%) | Grade:C,OPT_20260208_030902
