OutcomeId,BacktestId,StrategyId,StartDate,EndDate,TradingDays,ParametersJson,TotalReturn,CAGR,SharpeRatio,SortinoRatio,CalmarRatio,MaxDrawdown,MaxDrawdownDuration,Volatility,VaR_95,TotalTrades,WinningTrades,LosingTrades,WinRate,ProfitFactor,TotalProfit,TotalLoss,AverageWin,AverageLoss,LargestWin,LargestLoss,Expectancy,ExpectancyRatio,PrimaryRegime,RegimeBreakdown,PerformanceGrade,IsSuccessful,ExecutionTimeSeconds,CreatedAt,Notes,OptimizationRunId
13438,METF_20260210_171317_4901a8a1,MULTI_ETF_MEAN_REVERSION,6/1/2000,12/31/2010,NULL,"{""symbols"": ""QQQ,SPY"", ""rsi_period"": 2, ""rsi_entry"": 15, ""rsi_exit"": 90, ""trend_sma"": 200, ""use_trend_filter"": true, ""allocation"": 0.9, ""max_hold_days"": 0, ""data_resolution"": ""minute"", ""algorithm_name"": ""MultiETFMeanReversionAlgorithm""}",0.3291,0.0272,0.3196,0.2729,4.2345,0.07,NULL,0.0004,NULL,68,52,16,0.7647,2.52,54567.99,21654.28,1049.3844,1353.3925,4195.37,5847.79,484.011,0.3576,NULL,NULL,C ,0,48,14:06.1,"Profitable (32.9%) | Grade:C | Symbols:QQQ,SPY",METF_OPT_20260210_171317
13439,METF_20260210_171406_9b7c926b,MULTI_ETF_MEAN_REVERSION,1/1/2010,12/31/2018,NULL,"{""symbols"": ""QQQ,SPY"", ""rsi_period"": 2, ""rsi_entry"": 15, ""rsi_exit"": 90, ""trend_sma"": 200, ""use_trend_filter"": true, ""allocation"": 0.9, ""max_hold_days"": 0, ""data_resolution"": ""minute"", ""algorithm_name"": ""MultiETFMeanReversionAlgorithm""}",0.637,0.0563,0.3225,0.3335,3.8282,0.135,NULL,0.0006,NULL,144,108,36,0.75,2.301,112661.93,48961.12,1043.166,1360.0311,3438.16,5978.53,442.3667,0.3253,NULL,NULL,C ,0,48,14:54.4,"Profitable (63.7%) | Grade:C | Symbols:QQQ,SPY",METF_OPT_20260210_171317
13440,METF_20260210_171454_54d25a16,MULTI_ETF_MEAN_REVERSION,1/1/2018,12/31/2020,NULL,"{""symbols"": ""QQQ,SPY"", ""rsi_period"": 2, ""rsi_entry"": 15, ""rsi_exit"": 90, ""trend_sma"": 200, ""use_trend_filter"": true, ""allocation"": 0.9, ""max_hold_days"": 0, ""data_resolution"": ""minute"", ""algorithm_name"": ""MultiETFMeanReversionAlgorithm""}",0.1335,0.0426,0.183,0.1629,1.2612,0.117,NULL,0.0008,NULL,43,33,10,0.7674,1.6341,34406.38,21055.37,1042.6176,2105.537,2730.28,5039.72,310.3568,0.1474,NULL,NULL,C ,0,28,15:22.6,"Profitable (13.4%) | Grade:C | Symbols:QQQ,SPY",METF_OPT_20260210_171317
13441,METF_20260210_171522_bffe4170,MULTI_ETF_MEAN_REVERSION,1/1/2020,2/5/2026,NULL,"{""symbols"": ""QQQ,SPY"", ""rsi_period"": 2, ""rsi_entry"": 15, ""rsi_exit"": 90, ""trend_sma"": 200, ""use_trend_filter"": true, ""allocation"": 0.9, ""max_hold_days"": 0, ""data_resolution"": ""minute"", ""algorithm_name"": ""MultiETFMeanReversionAlgorithm""}",0.8489,0.1059,0.5639,0.5225,9.3923,0.089,NULL,0.0007,NULL,96,81,15,0.8438,3.8272,120139.45,31390.98,1483.2031,2092.732,3792.96,4987.29,924.642,0.4418,NULL,NULL,C+,0,33,15:55.8,"Profitable (84.9%) | Grade:C+ | Symbols:QQQ,SPY",METF_OPT_20260210_171317
