OutcomeId,BacktestId,StrategyId,StartDate,EndDate,TradingDays,ParametersJson,TotalReturn,CAGR,SharpeRatio,SortinoRatio,CalmarRatio,MaxDrawdown,MaxDrawdownDuration,Volatility,VaR_95,TotalTrades,WinningTrades,LosingTrades,WinRate,ProfitFactor,TotalProfit,TotalLoss,AverageWin,AverageLoss,LargestWin,LargestLoss,Expectancy,ExpectancyRatio,PrimaryRegime,RegimeBreakdown,PerformanceGrade,IsSuccessful,ExecutionTimeSeconds,CreatedAt,Notes,OptimizationRunId
12454,BT_20260203_144652_3529f21a,TQQQ_SCALPING,1/2/2025,1/13/2026,NULL,"{""algorithm_name"": ""TQQQSQQQPairsAlgorithm"", ""zscore_lookback"": 46, ""entry_zscore"": 1.5, ""exit_zscore"": 0.32, ""stop_zscore"": 3.0, ""position_size"": 0.57, ""stop_loss_pct"": 0.02, ""max_hold_minutes"": 0, ""min_bars_between"": 3, ""rsi_period"": 14, ""rsi_oversold"": 28.0, ""rsi_overbought"": 72.0, ""bb_period"": 20, ""bb_std_dev"": 2.0, ""position_size_level1"": 0.5, ""position_size_level2"": 0.3, ""position_size_level3"": 0.2, ""ema_fast_period"": 9, ""ema_slow_period"": 21, ""_hash"": ""fa7ee6990d71"", ""_optimization_run_id"": ""OPT_20260203_143948""}",2.5659,2.4282,0.0283,0.2584,16.8978,0.126,NULL,0.0175,NULL,1631,979,652,0.6002,1.8546,556841.95,-300253.17,568.7865,460.511,222498.09,6531.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47:14.1,NULL,OPT_20260203_143948
12464,BT_20260205_230724_4d3a02a7,TQQQ_SCALPING,1/2/2025,1/13/2026,NULL,"{""algorithm_name"": ""TQQQSQQQPairsAlgorithm"", ""zscore_lookback"": 46, ""entry_zscore"": 1.5, ""exit_zscore"": 0.32, ""stop_zscore"": 3.0, ""position_size"": 0.57, ""stop_loss_pct"": 0.02, ""max_hold_minutes"": 0, ""min_bars_between"": 3, ""rsi_period"": 14, ""rsi_oversold"": 28.0, ""rsi_overbought"": 72.0, ""bb_period"": 20, ""bb_std_dev"": 2.0, ""position_size_level1"": 0.5, ""position_size_level2"": 0.3, ""position_size_level3"": 0.2, ""ema_fast_period"": 9, ""ema_slow_period"": 21, ""_hash"": ""fa7ee6990d71"", ""_optimization_run_id"": ""OPT_20260205_230724""}",2.5674,2.4325,2.4427,20.6852,19.3052,0.126,NULL,0.9958,NULL,1631,979,652,0.6002,1.855,557011.21,-300275.44,568.9594,460.5452,222498.09,6531.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,07:57.7,NULL,OPT_20260205_230724
12465,BT_20260205_231025_bee1fe76,TQQQ_SCALPING,1/2/2019,1/13/2026,NULL,"{""algorithm_name"": ""TQQQSQQQPairsAlgorithm"", ""zscore_lookback"": 46, ""entry_zscore"": 1.5, ""exit_zscore"": 0.32, ""stop_zscore"": 3.0, ""position_size"": 0.57, ""stop_loss_pct"": 0.02, ""max_hold_minutes"": 0, ""min_bars_between"": 3, ""rsi_period"": 14, ""rsi_oversold"": 28.0, ""rsi_overbought"": 72.0, ""bb_period"": 20, ""bb_std_dev"": 2.0, ""position_size_level1"": 0.5, ""position_size_level2"": 0.3, ""position_size_level3"": 0.2, ""ema_fast_period"": 9, ""ema_slow_period"": 21, ""_hash"": ""c502cc7b8755"", ""_optimization_run_id"": ""OPT_20260205_231025""}",6.6999,0.3413,0.4531,1.6108,0.8908,0.3831,NULL,0.7533,NULL,10892,6252,3964,0.612,1.3264,2722954.431,2052964.61,435.5333,517.9023,496303.2,14570.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12:17.1,NULL,OPT_20260205_231025
