session_id,hash,rsi_period,rsi_entry,rsi_exit,trend_sma,use_trend_filter,allocation,max_hold_days,data_resolution,algorithm_name,_optimization_run_id,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,cagr,avg_win,avg_loss,calmar_ratio
QQQMREV_20260210_135755_f0b0cdb4,deab6a809e72,2,15,90,200,True,0.9,0,minute,QQQMeanReversionAlgorithm,QQQ_OPT_20260210_135755,0.1985,0.2785,0.127,0.6923,13,2.1145,0.016579999999999998,4183.7,-4451.865,1.2569
QQQMREV_20260210_135833_70821c93,b5840e9a1589,2,15,90,200,True,0.9,0,minute,QQQMeanReversionAlgorithm,QQQ_OPT_20260210_135755,0.8534,0.4065,0.192,0.7727,66,2.8927,0.07092,2557.3925,-3005.9033,3.8196
QQQMREV_20260210_135907_987ee23f,87febf82cd73,2,15,90,200,True,0.9,0,minute,QQQMeanReversionAlgorithm,QQQ_OPT_20260210_135755,0.19690000000000002,0.2657,0.128,0.7619,21,1.9676,0.0617,2502.3094,-4069.658,1.8808
QQQMREV_20260210_135930_5223d1f1,ce47c536c3ba,2,15,90,200,True,0.9,0,minute,QQQMeanReversionAlgorithm,QQQ_OPT_20260210_135755,0.9470999999999999,0.5447,0.11900000000000001,0.86,50,3.5086,0.11535999999999999,3355.2323,-5874.2643,9.5311
