session_id,hash,entry_period,exit_period,atr_period,risk_per_trade,atr_stop_multiple,leverage_factor,max_units,pyramid_atr_step,max_position_pct,max_hold_days,use_qqq_filter,algorithm_name,total_return,sharpe_ratio,max_drawdown,win_rate,total_trades,profit_factor,cagr,avg_win,avg_loss,calmar_ratio
TURTLE_20260207_172129_3b87c60a,f9b3c55048a1,20,10,20,0.005,2.0,3.0,3,1.0,0.8,0,False,TQQQTurtleAlgorithm,-0.0129,-0.1237,0.037000000000000005,0.3333,21,0.7443,-0.012450000000000001,535.87,-359.965,-0.4689
TURTLE_20260207_172146_d48660d3,1e10bf51b24f,20,10,20,0.005,2.0,3.0,3,0.25,0.8,0,False,TQQQTurtleAlgorithm,0.0108,0.0851,0.033,0.5,24,1.2146,0.01042,508.8175,-418.9158,0.6995
TURTLE_20260207_172203_026bed3b,924ae9074423,20,10,20,0.005,2.0,3.0,1,0.5,0.5,0,False,TQQQTurtleAlgorithm,-0.0024,-0.0353,0.013000000000000001,0.4167,12,0.9207,-0.0023499999999999997,563.478,-437.1514,-0.2449
TURTLE_20260207_172220_107d32fe,4cf13d18f273,20,10,20,0.005,2.0,3.0,3,0.5,0.6,0,False,TQQQTurtleAlgorithm,0.018500000000000003,0.1561,0.033,0.5455,22,1.4303,0.01789,512.8017,-430.243,1.3406
TURTLE_20260207_172239_6bc5b687,dd1c8c5bba73,20,10,20,0.005,2.0,3.0,3,0.5,0.8,60,False,TQQQTurtleAlgorithm,0.0083,0.068,0.033,0.52,25,1.1693,0.008060000000000001,443.1069,-410.545,0.6039
TURTLE_20260207_172254_7a0bc4df,ef5eb0fb5f6d,20,10,20,0.005,2.0,3.0,3,0.5,0.8,30,False,TQQQTurtleAlgorithm,-0.0209,-0.1831,0.04,0.4516,31,0.6457,-0.02016,271.5229,-346.2776,-0.7512
TURTLE_20260207_172314_edeb52a8,d184c813aea2,20,10,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,0.018500000000000003,0.1561,0.033,0.5455,22,1.4303,0.01789,512.8017,-430.243,1.3406
TURTLE_20260207_172333_e6f3ebee,b103de3fb311,40,20,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,0.0406,0.5585,0.049,0.7143,14,4.7419,0.039169999999999996,630.736,-332.535,3.7419
TURTLE_20260207_172352_4354967f,cbdde5463322,10,5,14,0.005,1.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.0076,0.0525,0.026000000000000002,0.4595,37,1.1273,0.00734,395.7118,-298.3835,0.5059
TURTLE_20260207_172407_8627e999,d4ad83cdcb64,10,5,14,0.01,1.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.0154,0.0532,0.051,0.4595,37,1.1285,0.0149,796.4312,-599.885,0.5125
TURTLE_20260207_172426_9c9f5d23,43c80f6838b5,55,20,20,0.005,2.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.0541,0.6911,0.040999999999999995,0.75,12,6.661,0.05221,706.8433,-318.35,5.661
TURTLE_20260207_172445_e2970b5c,a692da66a3a6,55,20,20,0.01,2.0,3.0,2,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.08449999999999999,0.5892,0.051,0.8182,11,5.2134,0.08154,1161.5156,-1002.575,4.2134
TURTLE_20260207_172505_f1c714e5,2c758dac981b,40,10,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.017,0.1795,0.033,0.55,20,1.5132,0.016390000000000002,454.6255,-367.2144,1.2163
TURTLE_20260207_172522_6ecd4b66,f916c252f16d,20,5,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,-0.0058,-0.0556,0.03,0.5357,28,0.8774,-0.00559,275.886,-362.7969,-0.3572
TURTLE_20260207_172537_d4f531d8,3d5db194b548,40,20,14,0.01,2.0,3.0,3,1.0,0.8,0,False,TQQQTurtleAlgorithm,0.0929,0.7181,0.073,0.7778,9,6.9056,0.08964,1696.1029,-859.65,5.9056
TURTLE_20260207_172556_0ec6f8b0,625026690b64,10,10,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.0263,0.1959,0.032,0.5517,29,1.5694,0.025390000000000003,540.3138,-423.7385,1.8615
TURTLE_20260207_172613_0cf972af,18cbb0a2cd26,20,10,20,0.015,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.0528,0.1475,0.092,0.5455,22,1.4017,0.05097,1534.7783,-1313.933,1.2816
TURTLE_20260207_172632_443a64ef,40f795400303,20,10,20,0.005,3.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,0.030899999999999997,0.2466,0.033,0.5909,22,1.7328,0.0298,561.18,-467.8022,2.1481
TURTLE_20260207_172649_72ade10b,00cbd5b0f051,55,20,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,0.0537,0.6914,0.040999999999999995,0.8333,12,6.6242,0.05187,632.644,-477.525,5.6242
TURTLE_20260207_172709_966c4075,aaeba35557ea,40,10,20,0.01,1.5,3.0,4,0.5,0.8,0,False,TQQQTurtleAlgorithm,-0.0207,-0.1082,0.08199999999999999,0.3571,28,0.7634,-0.020030000000000003,668.298,-486.3644,-0.5001
TURTLE_20260207_190645_b258f14c,483199923df1,20,10,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.094,0.1002,0.092,0.4562,160,1.329,0.011850000000000001,520.1719,-328.4182,1.1418
TURTLE_20260207_190726_49dd54b8,75af96b5afc0,20,10,20,0.01,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.17370000000000002,0.0874,0.174,0.4506,162,1.2776,0.02121,1095.221,-703.1633,0.9695
TURTLE_20260207_190810_d5d96a85,3f6a966a8bb0,20,10,20,0.005,1.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,-0.0072,-0.009,0.106,0.4022,179,0.9739,-0.00095,373.9814,-258.3924,-0.0825
TURTLE_20260207_190847_2dda1abb,628faabd9823,20,10,20,0.005,2.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.13699999999999998,0.1447,0.076,0.4837,153,1.4861,0.01697,566.1068,-356.821,2.1468
TURTLE_20260207_190918_c4305cf9,fa2707131ff6,20,10,20,0.005,2.0,3.0,2,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.0721,0.1006,0.057,0.4923,130,1.3167,0.009170000000000001,468.6981,-345.1794,1.4627
TURTLE_20260207_190955_32a6dc00,f5a322430eb3,20,10,20,0.005,2.0,3.0,4,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.09269999999999999,0.0842,0.124,0.4492,187,1.2823,0.01169,501.1529,-318.724,0.782
TURTLE_20260207_191031_175a3961,9a7822ffd7be,10,5,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.1423,0.1241,0.063,0.5378,238,1.4298,0.017589999999999998,369.8349,-300.9828,2.6066
TURTLE_20260207_191108_a29e9518,7c3209cd1d05,10,5,20,0.01,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.2919,0.116,0.125,0.5333,240,1.3923,0.034140000000000004,809.5039,-664.4916,2.3278
TURTLE_20260207_191141_b40458ed,c513b5eace87,40,20,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.1536,0.2648,0.10300000000000001,0.5244,82,2.1335,0.01891,717.3847,-370.739,3.6936
TURTLE_20260207_191216_09d5cda2,544b854a7a5a,40,20,20,0.01,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.3081,0.249,0.18899999999999997,0.5244,82,2.0136,0.03583,1532.0049,-838.8582,3.3589
TURTLE_20260207_191252_d252213d,b002aec0f08b,55,20,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,-0.0008,-0.0016,0.141,0.375,88,0.9955,-0.0001,535.85,-322.9495,-0.0098
TURTLE_20260207_191325_0afddf98,1e630cfdffed,20,10,14,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.11460000000000001,0.1211,0.08800000000000001,0.4487,156,1.4133,0.01432,559.7581,-322.3737,1.4233
TURTLE_20260207_191404_280b28c6,caadb96077a4,20,10,20,0.005,2.0,3.0,3,1.0,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.049100000000000005,0.0593,0.094,0.4214,140,1.1831,0.0063,537.1798,-330.712,0.5942
TURTLE_20260207_191441_c6d7dad3,30148604fc62,20,10,20,0.005,2.0,3.0,3,0.25,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.029500000000000002,0.0303,0.1,0.4121,182,1.0889,0.00381,480.9195,-309.5682,0.3345
TURTLE_20260207_191517_37be0132,0e5c86e6e98f,20,10,20,0.005,2.0,3.0,1,0.5,0.5,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.049400000000000006,0.1183,0.035,0.52,75,1.3637,0.00633,474.5179,-376.9633,1.564
TURTLE_20260207_191548_d80ea0ca,0484214224e2,20,10,20,0.005,2.0,3.0,3,0.5,0.6,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.094,0.1002,0.092,0.4562,160,1.329,0.011850000000000001,520.1719,-328.4182,1.1418
TURTLE_20260207_191623_c21ee296,ac665a8e1162,20,10,20,0.005,2.0,3.0,3,0.5,0.8,60,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.019,0.023,0.077,0.4335,173,1.063,0.00247,426.8303,-307.3048,0.2499
TURTLE_20260207_191658_26cf734e,83c9782f1bdb,20,10,20,0.005,2.0,3.0,3,0.5,0.8,30,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.0206,0.0234,0.076,0.441,195,1.0622,0.00267,408.0423,-303.0813,0.3206
TURTLE_20260207_191732_96fb1573,208d3c189e6d,20,10,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,OPT_20260207_190645,0.094,0.1002,0.092,0.4562,160,1.329,0.011850000000000001,520.1719,-328.4182,1.1418
TURTLE_20260207_191813_bafc54ff,8df89e18e68e,40,20,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,OPT_20260207_190645,0.1536,0.2648,0.10300000000000001,0.5244,82,2.1335,0.01891,717.3847,-370.739,3.6936
TURTLE_20260207_191852_07b5451c,e49f2f825462,10,5,14,0.005,1.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.1705,0.1473,0.062,0.525,240,1.5487,0.02084,381.8458,-272.5142,2.636
TURTLE_20260207_191927_6f1f1e07,e03be82441b9,10,5,14,0.01,1.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.3418,0.1317,0.121,0.5226,243,1.4708,0.03929,840.8407,-625.9218,2.2746
TURTLE_20260207_192004_c47dc1b5,2df6e87eec84,55,20,20,0.005,2.5,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.11810000000000001,0.2256,0.115,0.5139,72,1.8164,0.01474,710.167,-413.32,2.3729
TURTLE_20260207_192040_cb7b3c1f,ffde97278353,55,20,20,0.01,2.0,3.0,2,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.1585,0.1903,0.13699999999999998,0.5333,60,1.6691,0.01948,1235.8516,-846.2146,2.0033
TURTLE_20260207_192117_bd96a102,49cec7c47456,40,10,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.0572,0.0833,0.099,0.4144,111,1.2664,0.00732,591.0004,-330.2589,0.6999
TURTLE_20260207_192150_e812562f,a344ceb561e2,20,5,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.048799999999999996,0.0562,0.09300000000000001,0.4862,181,1.185,0.00627,355.6165,-283.9737,0.6518
TURTLE_20260207_192225_7f5291dd,b8b07f3ab2c1,40,20,14,0.01,2.0,3.0,3,1.0,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.2792,0.2464,0.20199999999999999,0.5143,70,1.9773,0.032799999999999996,1626.1094,-870.7741,2.9714
TURTLE_20260207_192301_c8e756c6,907c0fe61ffa,10,10,20,0.005,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.20079999999999998,0.1748,0.07200000000000001,0.5567,203,1.6207,0.02428,478.0307,-370.34,3.1792
TURTLE_20260207_192340_8d546415,d93e76fdd47b,20,10,20,0.015,2.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.23800000000000002,0.0767,0.248,0.4506,162,1.2372,0.028380000000000002,1701.0448,-1127.769,0.8189
TURTLE_20260207_192413_d976977e,0043bb946435,20,10,20,0.005,3.0,3.0,3,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,0.12179999999999999,0.1295,0.07,0.4868,152,1.4222,0.01518,554.3001,-369.7494,2.1224
TURTLE_20260207_192450_7f802cea,650d2285a3d0,55,20,20,0.005,2.0,3.0,3,0.5,0.8,0,True,TQQQTurtleAlgorithm,OPT_20260207_190645,-0.0008,-0.0016,0.141,0.375,88,0.9955,-0.0001,535.85,-322.9495,-0.0098
TURTLE_20260207_192526_ab683db0,1e746951ef1d,40,10,20,0.01,1.5,3.0,4,0.5,0.8,0,False,TQQQTurtleAlgorithm,OPT_20260207_190645,-0.1722,-0.1899,0.281,0.3464,153,0.6193,-0.024470000000000002,528.6615,-452.4294,-0.6425
