2026-02-01 18:13:29,863 - INFO - [WEBHOOK #1] SIGNAL | TQQQ @ 54.24 | BUY_L1 signal detected
2026-02-01 18:13:30,046 - INFO - [WEBHOOK #2] SIGNAL | TQQQ @ 54.58 | TAKE_PROFIT signal detected
2026-02-01 18:13:30,059 - INFO - [WEBHOOK #3] SIGNAL | TQQQ @ 53.66 | BUY_L1 signal detected
2026-02-01 18:13:30,599 - INFO - [WEBHOOK #4] SIGNAL | TQQQ @ 54.38 | BUY_L1 signal detected
2026-02-01 18:13:30,723 - INFO - [WEBHOOK #5] SIGNAL | TQQQ @ 54.35 | BUY_L1 signal detected
2026-02-01 18:13:30,731 - INFO - [WEBHOOK #6] SIGNAL | TQQQ @ 54.68 | TAKE_PROFIT signal detected
2026-02-01 18:13:30,742 - INFO - [WEBHOOK #7] SIGNAL | TQQQ @ 53.96 | BUY_L1 signal detected
2026-02-01 18:13:30,748 - INFO - [WEBHOOK #8] SIGNAL | TQQQ @ 54.61 | TAKE_PROFIT signal detected
2026-02-01 18:13:30,965 - INFO - [WEBHOOK #9] SIGNAL | TQQQ @ 55.47 | BUY_L1 signal detected
