Date,Adj Close,Close,High,Low,Open,Volume
2010-04-13,6559814.0,8401600.0,8611200.0,8390400.0,8564800.0,1
2010-04-14,6331201.0,8108800.0,8304000.0,8104000.0,8272000.0,1
2010-04-15,6253746.5,8009600.0,8108800.0,7979200.0,8108800.0,1
2010-04-16,6451128.5,8262400.0,8432000.0,8001600.0,8084800.0,2
2010-04-19,6478613.0,8297600.0,8593600.0,8230400.0,8374400.0,2
2010-04-20,6391164.5,8185600.0,8326400.0,8113600.0,8160000.0,1
2010-04-21,6263741.5,8022400.0,8164800.0,7955200.0,8008000.0,1
2010-04-22,6166299.5,7897600.0,8387200.0,7873600.0,8260800.0,2
2010-04-23,6091345.0,7801600.0,7977600.0,7777600.0,7905600.0,1
2010-04-26,6132570.0,7854400.0,7884800.0,7732800.0,7780800.0,1
2010-04-27,6508595.5,8336000.0,8404800.0,7840000.0,7936000.0,2
2010-04-28,6498600.0,8323200.0,8516800.0,8200000.0,8200000.0,3
2010-04-29,6162552.5,7892800.0,8208000.0,7849600.0,8208000.0,2
2010-04-30,6527332.5,8360000.0,8376000.0,7867200.0,7905600.0,2
2010-05-03,6249999.0,8004800.0,8262400.0,7888000.0,8257600.0,1
2010-05-04,6815910.5,8729600.0,8886400.0,8300800.0,8304000.0,3
2010-05-05,6907106.0,8846400.0,9144000.0,8688000.0,8971200.0,3
2010-05-06,7610433.5,9747200.0,12065600.0,7608000.0,9028800.0,5
2010-05-07,8108884.5,10385600.0,11048000.0,9598400.0,9968000.0,5
2010-05-10,6930840.0,8876800.0,9164800.0,8840000.0,9107200.0,4
2010-05-11,6923347.0,8867200.0,9168000.0,8513600.0,9102400.0,3
2010-05-12,6546072.0,8384000.0,8771200.0,8352000.0,8744000.0,2
2010-05-13,6849640.0,8772800.0,8819200.0,8286400.0,8483200.0,2
2010-05-14,7240654.0,9273600.0,9577600.0,8968000.0,8972800.0,3
2010-05-17,7185687.5,9203200.0,9777600.0,9083200.0,9206400.0,2
2010-05-18,7465519.0,9561600.0,9678400.0,8902400.0,8960000.0,2
2010-05-19,7644162.5,9790400.0,10107200.0,9444800.0,9667200.0,4
2010-05-20,8391215.0,10747200.0,10937600.0,10289600.0,10332800.0,4
2010-05-21,8298771.0,10628800.0,11515200.0,10278400.0,11395200.0,5
2010-05-24,8240055.5,10553600.0,10649600.0,10185600.0,10550400.0,3
2010-05-25,8303766.5,10635200.0,11651200.0,10568000.0,11347200.0,5
2010-05-26,8549870.0,10950400.0,11017600.0,10003200.0,10456000.0,3
2010-05-27,7589194.5,9720000.0,10305600.0,9720000.0,10201600.0,3
2010-05-28,7729112.5,9899200.0,10144000.0,9654400.0,9694400.0,3
2010-06-01,7951477.5,10184000.0,10198400.0,9475200.0,9988800.0,2
2010-06-02,7386818.5,9460800.0,10195200.0,9422400.0,9992000.0,2
2010-06-03,7165699.5,9177600.0,9534400.0,9128000.0,9371200.0,3
2010-06-04,7885268.5,10099200.0,10200000.0,9403200.0,9753600.0,5
2010-06-07,8320006.5,10656000.0,10680000.0,9873600.0,9939200.0,3
2010-06-08,8359984.0,10707200.0,11148800.0,10518400.0,10590400.0,5
2010-06-09,8583597.0,10993600.0,11076800.0,10206400.0,10512000.0,4
2010-06-10,7832798.5,10032000.0,10672000.0,10011200.0,10571200.0,4
2010-06-11,7626672.0,9768000.0,10350400.0,9734400.0,10340800.0,4
2010-06-14,7645412.5,9792000.0,9808000.0,9288000.0,9489600.0,2
2010-06-15,7022035.5,8993600.0,9638400.0,8945600.0,9619200.0,3
2010-06-16,6910854.0,8851200.0,9094400.0,8736000.0,9046400.0,3
2010-06-17,6823405.5,8739200.0,9009600.0,8704000.0,8729600.0,2
2010-06-18,6819658.5,8734400.0,8825600.0,8568000.0,8715200.0,1
2010-06-21,6997052.5,8961600.0,9120000.0,8387200.0,8425600.0,4
2010-06-22,7166949.5,9179200.0,9232000.0,8673600.0,8868800.0,4
2010-06-23,7253147.5,9289600.0,9515200.0,9062400.0,9150400.0,3
2010-06-24,7621677.0,9761600.0,9800000.0,9340800.0,9419200.0,3
2010-06-25,7614181.5,9752000.0,9968000.0,9528000.0,9638400.0,2
2010-06-28,7701627.0,9864000.0,10064000.0,9600000.0,9752000.0,2
2010-06-29,8553616.0,10955200.0,11214400.0,10294400.0,10323200.0,5
2010-06-30,8973366.0,11492800.0,11576000.0,10784000.0,11115200.0,4
2010-07-01,9058315.0,11601600.0,12265600.0,11318400.0,11417600.0,6
2010-07-02,9133268.0,11697600.0,12020800.0,11427200.0,11553600.0,3
2010-07-06,9048318.0,11588800.0,11881600.0,10963200.0,11198400.0,4
2010-07-07,8192583.0,10492800.0,11504000.0,10454400.0,11478400.0,3
2010-07-08,8070156.0,10336000.0,10686400.0,10184000.0,10244800.0,3
2010-07-09,7814060.5,10008000.0,10712000.0,10008000.0,10334400.0,2
2010-07-12,7746600.0,9921600.0,10132800.0,9753600.0,10036800.0,2
2010-07-13,7480511.5,9580800.0,9894400.0,9438400.0,9670400.0,2
2010-07-14,7333100.0,9392000.0,9609600.0,9251200.0,9507200.0,2
2010-07-15,7294373.0,9342400.0,9745600.0,9289600.0,9465600.0,2
2010-07-16,7881521.0,10094400.0,10176000.0,9440000.0,9489600.0,4
2010-07-19,7721616.5,9889600.0,10308800.0,9824000.0,10052800.0,4
2010-07-20,7426793.5,9512000.0,10452800.0,9512000.0,10366400.0,3
2010-07-21,7730359.5,9900800.0,9964800.0,9216000.0,9228800.0,3
2010-07-22,7205676.5,9228800.0,9516800.0,9035200.0,9513600.0,2
2010-07-23,7018288.5,8988800.0,9403200.0,8969600.0,9345600.0,3
2010-07-26,6858384.5,8784000.0,9080000.0,8760000.0,8960000.0,1
2010-07-27,6839645.5,8760000.0,8897600.0,8620800.0,8641600.0,2
2010-07-28,6993304.5,8956800.0,9081600.0,8692800.0,8812800.0,1
2010-07-29,7171947.0,9185600.0,9452800.0,8787200.0,8843200.0,3
2010-07-30,7118228.5,9116800.0,9577600.0,8960000.0,9412800.0,4
2010-08-02,6733459.0,8624000.0,8891200.0,8547200.0,8796800.0,3
2010-08-03,6814660.0,8728000.0,8841600.0,8619200.0,8644800.0,2
2010-08-04,6616029.5,8473600.0,8708800.0,8433600.0,8598400.0,1
2010-08-05,6641015.0,8505600.0,8680000.0,8478400.0,8585600.0,1
2010-08-06,6670996.0,8544000.0,8937600.0,8489600.0,8806400.0,2
2010-08-09,6705975.5,8588800.0,8588800.0,8320000.0,8428800.0,1
2010-08-10,6685987.0,8563200.0,8800000.0,8460800.0,8590400.0,2
2010-08-11,7243152.5,9276800.0,9395200.0,9019200.0,9033600.0,2
2010-08-12,7423044.5,9507200.0,9880000.0,9401600.0,9820800.0,3
2010-08-13,7591694.0,9723200.0,9723200.0,9507200.0,9625600.0,1
2010-08-16,7546721.5,9665600.0,9993600.0,9468800.0,9875200.0,2
2010-08-17,7243152.5,9276800.0,9510400.0,9040000.0,9470400.0,2
2010-08-18,7158204.0,9168000.0,9449600.0,9016000.0,9356800.0,1
2010-08-19,7471766.5,9569600.0,9782400.0,9248000.0,9344000.0,3
2010-08-20,7479261.0,9579200.0,9800000.0,9507200.0,9633600.0,2
2010-08-23,7687887.5,9846400.0,9849600.0,9297600.0,9358400.0,2
2010-08-24,8115131.0,10393600.0,10512000.0,10083200.0,10163200.0,3
2010-08-25,7896512.5,10113600.0,10656000.0,9961600.0,10603200.0,3
2010-08-26,8170096.0,10464000.0,10480000.0,9920000.0,9984000.0,3
2010-08-27,7836546.0,10036800.0,10878400.0,10012800.0,10235200.0,4
2010-08-30,8083898.5,10353600.0,10392000.0,9953600.0,10222400.0,2
2010-08-31,8166350.5,10459200.0,10686400.0,10232000.0,10560000.0,3
2010-09-01,7471766.5,9569600.0,10051200.0,9454400.0,10041600.0,3
2010-09-02,7230661.0,9260800.0,9576000.0,9220800.0,9520000.0,2
2010-09-03,6858384.5,8784000.0,9046400.0,8752000.0,8947200.0,3
2010-09-07,6983308.5,8944000.0,8990400.0,8761600.0,8876800.0,1
2010-09-08,6737207.0,8628800.0,8870400.0,8512000.0,8870400.0,2
2010-09-09,6657255.5,8526400.0,8579200.0,8376000.0,8400000.0,2
2010-09-10,6596041.0,8448000.0,8620800.0,8400000.0,8497600.0,2
2010-09-13,6294973.0,8062400.0,8238400.0,8011200.0,8238400.0,2
2010-09-14,6227512.0,7976000.0,8150400.0,7843200.0,8102400.0,2
2010-09-15,6108835.0,7824000.0,8092800.0,7790400.0,8035200.0,2
2010-09-16,6027633.0,7720000.0,7916800.0,7704000.0,7857600.0,2
2010-09-17,5957675.5,7630400.0,7752000.0,7572800.0,7580800.0,2
2010-09-20,5654108.0,7241600.0,7579200.0,7195200.0,7560000.0,4
2010-09-21,5681590.0,7276800.0,7340800.0,7096000.0,7232000.0,3
2010-09-22,5690334.5,7288000.0,7416000.0,7158400.0,7344000.0,3
2010-09-23,5704078.0,7305600.0,7468800.0,7092800.0,7452800.0,4
2010-09-24,5378022.5,6888000.0,7096000.0,6857600.0,7072000.0,4
2010-09-27,5444232.0,6972800.0,6988800.0,6824000.0,6852800.0,3
2010-09-28,5422996.0,6945600.0,7310400.0,6910400.0,6924800.0,4
2010-09-29,5465470.5,7000000.0,7092800.0,6916800.0,7016000.0,3
2010-09-30,5546672.0,7104000.0,7243200.0,6779200.0,6904000.0,7
2010-10-01,5557915.5,7118400.0,7236800.0,6912000.0,6936000.0,3
2010-10-04,5760294.0,7377600.0,7481600.0,7120000.0,7193600.0,4
2010-10-05,5330552.0,6827200.0,7123200.0,6785600.0,7123200.0,6
2010-10-06,5446731.0,6976000.0,7124800.0,6808000.0,6852800.0,5
2010-10-07,5413002.0,6932800.0,7086400.0,6860800.0,6860800.0,3
2010-10-08,5280581.5,6763200.0,7059200.0,6729600.0,6907200.0,5
2010-10-11,5289326.5,6774400.0,6835200.0,6672000.0,6766400.0,3
2010-10-12,5161902.5,6611200.0,6972800.0,6590400.0,6812800.0,6
2010-10-13,5048221.0,6465600.0,6561600.0,6377600.0,6497600.0,5
2010-10-14,5079451.0,6505600.0,6600000.0,6427200.0,6459200.0,5
2010-10-15,4753398.0,6088000.0,6424000.0,6088000.0,6267200.0,6
2010-10-18,4759644.0,6096000.0,6145600.0,6020800.0,6080000.0,4
2010-10-19,4937036.5,6323200.0,6462400.0,6188800.0,6328000.0,8
2010-10-20,4837097.5,6195200.0,6308800.0,6051200.0,6272000.0,6
2010-10-21,4802118.5,6150400.0,6323200.0,5993600.0,6073600.0,6
2010-10-22,4700929.0,6020800.0,6171200.0,6008000.0,6140800.0,4
2010-10-25,4637216.5,5939200.0,5948800.0,5819200.0,5948800.0,3
2010-10-26,4598490.5,5889600.0,6092800.0,5848000.0,6032000.0,4
2010-10-27,4552268.5,5830400.0,6012800.0,5819200.0,5971200.0,4
2010-10-28,4524784.5,5795200.0,5945600.0,5752000.0,5763200.0,4
2010-10-29,4553517.5,5832000.0,5840000.0,5737600.0,5808000.0,3
2010-11-01,4541025.0,5816000.0,5902400.0,5648000.0,5774400.0,5
2010-11-02,4402358.5,5638400.0,5700800.0,5588800.0,5681600.0,5
2010-11-03,4337398.0,5555200.0,5764800.0,5553600.0,5612800.0,5
2010-11-04,4178742.0,5352000.0,5403200.0,5289600.0,5372800.0,5
2010-11-05,4176244.25,5348800.0,5396800.0,5310400.0,5340800.0,3
2010-11-08,4161253.0,5329600.0,5412800.0,5307200.0,5376000.0,2
2010-11-09,4233708.5,5422400.0,5484800.0,5241600.0,5268800.0,3
2010-11-10,4163750.5,5332800.0,5518400.0,5318400.0,5392000.0,3
2010-11-11,4236208.0,5425600.0,5643200.0,5404800.0,5580800.0,5
2010-11-12,4448582.0,5697600.0,5819200.0,5452800.0,5521600.0,5
2010-11-15,4492303.5,5753600.0,5768000.0,5580800.0,5614400.0,3
2010-11-16,4720917.0,6046400.0,6113600.0,5788800.0,5884800.0,6
2010-11-17,4677193.5,5990400.0,6080000.0,5897600.0,6033600.0,4
2010-11-18,4454826.5,5705600.0,5801600.0,5584000.0,5792000.0,5
2010-11-19,4441085.0,5688000.0,5795200.0,5649600.0,5732800.0,3
2010-11-22,4334899.0,5552000.0,5780800.0,5552000.0,5755200.0,4
2010-11-23,4531032.5,5803200.0,5905600.0,5691200.0,5715200.0,5
2010-11-24,4257445.0,5452800.0,5638400.0,5417600.0,5638400.0,4
2010-11-26,4347392.0,5568000.0,5588800.0,5454400.0,5563200.0,2
2010-11-29,4348640.0,5569600.0,5774400.0,5529600.0,5584000.0,4
2010-11-30,4516040.5,5784000.0,5846400.0,5680000.0,5752000.0,4
2010-12-01,4241205.0,5432000.0,5524800.0,5324800.0,5524800.0,4
2010-12-02,4098790.5,5249600.0,5401600.0,5224000.0,5385600.0,4
2010-12-03,4063812.0,5204800.0,5313600.0,5187200.0,5312000.0,4
2010-12-06,4068808.0,5211200.0,5257600.0,5184000.0,5204800.0,2
2010-12-07,4066310.0,5208000.0,5219200.0,5024000.0,5027200.0,3
2010-12-08,4008843.75,5134400.0,5259200.0,5123200.0,5166400.0,3
2010-12-09,4000098.75,5123200.0,5172800.0,5040000.0,5052800.0,2
2010-12-10,3921396.0,5022400.0,5137600.0,5008000.0,5083200.0,2
2010-12-13,3962622.25,5075200.0,5081600.0,4955200.0,4960000.0,2
2010-12-14,3947630.5,5056000.0,5096000.0,4987200.0,5043200.0,2
2010-12-15,3990105.25,5110400.0,5152000.0,4966400.0,5060800.0,4
2010-12-16,3902658.5,4998400.0,5139200.0,4974400.0,5104000.0,3
2010-12-17,3891414.75,4984000.0,5011200.0,4939200.0,4982400.0,1
2010-12-20,3881420.0,4971200.0,5078400.0,4915200.0,4963200.0,2
2010-12-21,3812712.0,4883200.0,4948800.0,4883200.0,4918400.0,2
2010-12-22,3811462.75,4881600.0,4910400.0,4864000.0,4888000.0,1
2010-12-23,3841444.75,4920000.0,4955200.0,4892800.0,4915200.0,1
2010-12-27,3833948.75,4910400.0,5062400.0,4891200.0,4961600.0,2
2010-12-28,3853937.75,4936000.0,4960000.0,4870400.0,4888000.0,1
2010-12-29,3831451.5,4907200.0,4916800.0,4876800.0,4897600.0,1
2010-12-30,3857685.25,4940800.0,4966400.0,4900800.0,4900800.0,1
2010-12-31,3895162.25,4988800.0,5052800.0,4947200.0,4960000.0,1
2011-01-03,3717769.25,4761600.0,4849600.0,4660800.0,4843200.0,3
2011-01-04,3722766.25,4768000.0,4852800.0,4699200.0,4707200.0,3
2011-01-05,3631571.25,4651200.0,4819200.0,4651200.0,4814400.0,3
2011-01-06,3595342.25,4604800.0,4664000.0,4601600.0,4638400.0,3
2011-01-07,3599090.25,4609600.0,4747200.0,4579200.0,4587200.0,4
2011-01-10,3560362.75,4560000.0,4676800.0,4539200.0,4648000.0,3
2011-01-11,3551618.75,4548800.0,4590400.0,4496000.0,4505600.0,2
2011-01-12,3475414.5,4451200.0,4534400.0,4444800.0,4475200.0,2
2011-01-13,3464170.5,4436800.0,4476800.0,4406400.0,4443200.0,3
2011-01-14,3387966.75,4339200.0,4464000.0,4336000.0,4441600.0,3
2011-01-18,3357985.25,4300800.0,4456000.0,4288000.0,4443200.0,3
2011-01-19,3469167.75,4443200.0,4489600.0,4286400.0,4286400.0,4
2011-01-20,3546621.25,4542400.0,4643200.0,4486400.0,4508800.0,6
2011-01-21,3629072.0,4648000.0,4657600.0,4452800.0,4473600.0,4
2011-01-24,3480412.0,4457600.0,4651200.0,4457600.0,4627200.0,5
2011-01-25,3465420.0,4438400.0,4548800.0,4435200.0,4524800.0,4
2011-01-26,3407955.25,4364800.0,4452800.0,4331200.0,4416000.0,4
2011-01-27,3345492.25,4284800.0,4345600.0,4251200.0,4321600.0,4
2011-01-28,3596592.0,4606400.0,4664000.0,4278400.0,4291200.0,9
2011-01-31,3547871.0,4544000.0,4705600.0,4507200.0,4595200.0,11
2011-02-01,3345492.25,4284800.0,4456000.0,4257600.0,4444800.0,7
2011-02-02,3359234.5,4302400.0,4329600.0,4254400.0,4315200.0,6
2011-02-03,3346742.25,4286400.0,4435200.0,4262400.0,4331200.0,7
2011-02-04,3286777.75,4209600.0,4318400.0,4200000.0,4288000.0,7
2011-02-07,3240555.5,4150400.0,4198400.0,4081600.0,4180800.0,5
2011-02-08,3165600.5,4054400.0,4168000.0,4054400.0,4147200.0,5
2011-02-09,3188086.5,4083200.0,4128000.0,4051200.0,4094400.0,5
2011-02-10,3173096.25,4064000.0,4184000.0,4054400.0,4168000.0,6
2011-02-11,3110633.5,3984000.0,4120000.0,3974400.0,4105600.0,5
2011-02-14,3085648.5,3952000.0,3992000.0,3939200.0,3985600.0,2
2011-02-15,3099390.25,3969600.0,4022400.0,3958400.0,3980800.0,4
2011-02-16,3038177.25,3891200.0,3939200.0,3860800.0,3939200.0,4
2011-02-17,3038177.25,3891200.0,3953600.0,3872000.0,3952000.0,3
2011-02-18,3055665.75,3913600.0,3964800.0,3875200.0,3892800.0,5
2011-02-22,3326753.5,4260800.0,4272000.0,4038400.0,4067200.0,11
2011-02-23,3405457.0,4361600.0,4456000.0,4214400.0,4264000.0,10
2011-02-24,3350489.25,4291200.0,4456000.0,4249600.0,4337600.0,8
2011-02-25,3209324.0,4110400.0,4224000.0,4096000.0,4216000.0,6
2011-02-28,3194332.5,4091200.0,4156800.0,4025600.0,4067200.0,12
2011-03-01,3344242.75,4283200.0,4315200.0,4032000.0,4032000.0,13
2011-03-02,3291774.5,4216000.0,4299200.0,4132800.0,4294400.0,13
2011-03-03,3099390.25,3969600.0,4096000.0,3947200.0,4096000.0,5
2011-03-04,3144362.75,4027200.0,4107200.0,3958400.0,3977600.0,6
2011-03-07,3270537.0,4188800.0,4297600.0,3969600.0,3977600.0,7
2011-03-08,3233059.5,4140800.0,4283200.0,4084800.0,4209600.0,6
2011-03-09,3299270.0,4225600.0,4291200.0,4171200.0,4190400.0,9
2011-03-10,3450429.25,4419200.0,4473600.0,4340800.0,4372800.0,9
2011-03-11,3391714.75,4344000.0,4502400.0,4299200.0,4502400.0,6
2011-03-14,3424194.75,4385600.0,4480000.0,4315200.0,4412800.0,6
2011-03-15,3564111.5,4564800.0,4811200.0,4492800.0,4777600.0,10
2011-03-16,3818958.0,4891200.0,4992000.0,4608000.0,4681600.0,14
2011-03-17,3720267.25,4764800.0,4769600.0,4603200.0,4662400.0,8
2011-03-18,3741504.75,4792000.0,4803200.0,4596800.0,4596800.0,5
2011-03-21,3534129.25,4526400.0,4598400.0,4448000.0,4572800.0,8
2011-03-22,3547871.0,4544000.0,4572800.0,4494400.0,4504000.0,5
2011-03-23,3487907.25,4467200.0,4681600.0,4428800.0,4592000.0,8
2011-03-24,3300519.25,4227200.0,4438400.0,4200000.0,4372800.0,7
2011-03-25,3280531.75,4201600.0,4212800.0,4112000.0,4185600.0,5
2011-03-28,3330501.25,4265600.0,4272000.0,4139200.0,4144000.0,3
2011-03-29,3238057.25,4147200.0,4332800.0,4144000.0,4296000.0,7
2011-03-30,3185587.75,4080000.0,4139200.0,4062400.0,4078400.0,4
2011-03-31,3173096.25,4064000.0,4121600.0,4051200.0,4100800.0,4
2011-04-01,3169348.25,4059200.0,4092800.0,3963200.0,3996800.0,5
2011-04-04,3198081.0,4096000.0,4148800.0,4011200.0,4020800.0,4
2011-04-05,3221817.0,4126400.0,4153600.0,4049600.0,4121600.0,4
2011-04-06,3205576.5,4105600.0,4169600.0,3998400.0,4036800.0,6
2011-04-07,3205576.5,4105600.0,4195200.0,4025600.0,4104000.0,7
2011-04-08,3254297.75,4168000.0,4227200.0,4038400.0,4054400.0,4
2011-04-11,3283030.0,4204800.0,4249600.0,4088000.0,4120000.0,5
2011-04-12,3346742.25,4286400.0,4339200.0,4232000.0,4267200.0,7
2011-04-13,3266789.25,4184000.0,4283200.0,4148800.0,4206400.0,7
2011-04-14,3283030.0,4204800.0,4320000.0,4188800.0,4272000.0,8
2011-04-15,3304267.25,4232000.0,4310400.0,4179200.0,4249600.0,6
2011-04-18,3367978.75,4313600.0,4524800.0,4312000.0,4345600.0,6
2011-04-19,3306766.0,4235200.0,4348800.0,4235200.0,4283200.0,4
2011-04-20,3081900.5,3947200.0,4025600.0,3936000.0,4009600.0,10
2011-04-21,3009444.25,3854400.0,3889600.0,3825600.0,3830400.0,6
2011-04-25,2985708.75,3824000.0,3865600.0,3817600.0,3844800.0,3
2011-04-26,2935738.25,3760000.0,3817600.0,3720000.0,3790400.0,4
2011-04-27,2875774.5,3683200.0,3788800.0,3668800.0,3736000.0,5
2011-04-28,2893264.0,3705600.0,3744000.0,3680000.0,3715200.0,4
2011-04-29,2890765.25,3702400.0,3724800.0,3668800.0,3712000.0,2
2011-05-02,2909504.5,3726400.0,3753600.0,3656000.0,3676800.0,4
2011-05-03,2948231.0,3776000.0,3848000.0,3721600.0,3731200.0,6
2011-05-04,2965720.5,3798400.0,3891200.0,3744000.0,3774400.0,6
2011-05-05,3009444.25,3854400.0,3894400.0,3723200.0,3852800.0,7
2011-05-06,2981960.5,3819200.0,3851200.0,3673600.0,3739200.0,7
2011-05-09,2949480.25,3777600.0,3843200.0,3731200.0,3804800.0,4
2011-05-10,2874525.25,3681600.0,3761600.0,3667200.0,3742400.0,4
2011-05-11,2935738.25,3760000.0,3836800.0,3660800.0,3694400.0,5
2011-05-12,2884518.75,3694400.0,3859200.0,3680000.0,3800000.0,5
2011-05-13,2981960.5,3819200.0,3827200.0,3700800.0,3718400.0,6
2011-05-16,3138117.0,4019200.0,4046400.0,3840000.0,3872000.0,7
2011-05-17,3111882.25,3985600.0,4104000.0,3982400.0,4084800.0,8
2011-05-18,3033179.75,3884800.0,4012800.0,3862400.0,3996800.0,3
2011-05-19,3005696.25,3849600.0,3920000.0,3827200.0,3841600.0,4
2011-05-20,3071907.0,3934400.0,3953600.0,3852800.0,3862400.0,5
2011-05-23,3209324.0,4110400.0,4168000.0,4065600.0,4102400.0,9
2011-05-24,3269288.5,4187200.0,4190400.0,4080000.0,4080000.0,5
2011-05-25,3233059.5,4140800.0,4212800.0,4083200.0,4212800.0,3
2011-05-26,3171846.5,4062400.0,4174400.0,4028800.0,4174400.0,3
2011-05-27,3124375.25,4001600.0,4052800.0,3990400.0,4044800.0,3
2011-05-31,2978212.5,3814400.0,3952000.0,3812800.0,3883200.0,6
2011-06-01,3168098.75,4057600.0,4064000.0,3808000.0,3827200.0,7
2011-06-02,3144362.75,4027200.0,4097600.0,3985600.0,4032000.0,5
2011-06-03,3284279.25,4206400.0,4227200.0,4076800.0,4163200.0,6
2011-06-06,3365480.0,4310400.0,4316800.0,4169600.0,4233600.0,5
2011-06-07,3384219.75,4334400.0,4342400.0,4227200.0,4276800.0,4
2011-06-08,3457925.75,4428800.0,4467200.0,4340800.0,4363200.0,6
2011-06-09,3440435.25,4406400.0,4467200.0,4339200.0,4425600.0,3
2011-06-10,3599090.25,4609600.0,4619200.0,4441600.0,4464000.0,5
2011-06-13,3600338.75,4611200.0,4656000.0,4536000.0,4592000.0,5
2011-06-14,3464170.5,4436800.0,4504000.0,4395200.0,4497600.0,4
2011-06-15,3652808.0,4678400.0,4702400.0,4473600.0,4553600.0,8
2011-06-16,3701528.75,4740800.0,4854400.0,4628800.0,4675200.0,6
2011-06-17,3731511.25,4779200.0,4816000.0,4587200.0,4612800.0,6
2011-06-20,3674045.75,4705600.0,4820800.0,4660800.0,4820800.0,5
2011-06-21,3435438.0,4400000.0,4710400.0,4385600.0,4646400.0,10
2011-06-22,3506646.0,4491200.0,4497600.0,4377600.0,4448000.0,4
2011-06-23,3411702.75,4369600.0,4684800.0,4363200.0,4635200.0,13
2011-06-24,3591595.25,4600000.0,4620800.0,4416000.0,4436800.0,6
2011-06-27,3419198.25,4379200.0,4608000.0,4307200.0,4587200.0,7
2011-06-28,3265540.75,4182400.0,4364800.0,4176000.0,4342400.0,5
2011-06-29,3223066.0,4128000.0,4217600.0,4107200.0,4144000.0,6
2011-06-30,3100639.75,3971200.0,4091200.0,3956800.0,4083200.0,5
2011-07-01,2954477.0,3784000.0,3992000.0,3771200.0,3952000.0,9
2011-07-05,2913251.75,3731200.0,3798400.0,3716800.0,3772800.0,6
2011-07-06,2882020.25,3691200.0,3779200.0,3673600.0,3740800.0,7
2011-07-07,2762092.25,3537600.0,3624000.0,3508800.0,3604800.0,7
2011-07-08,2787077.25,3569600.0,3686400.0,3566400.0,3630400.0,10
2011-07-11,2933240.0,3756800.0,3796800.0,3625600.0,3680000.0,8
2011-07-12,3003197.75,3846400.0,3857600.0,3737600.0,3758400.0,7
